
running 2776 tests
test task_492_brief_tests::pending_brief_banner_silent_for_other_agent_type ... ok
test task_492_brief_tests::pending_brief_banner_silent_when_no_briefs_at_all ... ok
test task_492_brief_tests::pending_brief_banner_silent_when_no_briefs_for_running_type ... ok
test task_492_brief_tests::pending_brief_banner_skips_acked_briefs ... ok
test task_492_brief_tests::pending_brief_sentinel_add_clear_lifecycle ... ok
test task_492_brief_tests::show_rels_flag_parses ... ok
test task_492_brief_tests::stall_parser_counts_multiple_denials_and_falls_back_to_tool_alias ... ok
test task_492_brief_tests::stall_parser_denial_wins_over_is_error_on_same_line ... ok
test task_492_brief_tests::stall_parser_detects_is_error_with_result_detail ... ok
test task_492_brief_tests::stall_parser_detects_permission_denial_with_tool_name ... ok
test task_492_brief_tests::stall_parser_is_error_falls_back_to_subtype_when_no_result_text ... ok
test task_492_brief_tests::stall_parser_silent_on_blank_and_non_json ... ok
test task_492_brief_tests::stall_parser_silent_on_clean_events ... ok
test task_492_brief_tests::stall_scan_folds_log_and_returns_first_signal ... ok
test task_492_brief_tests::test_brief_read_roundtrip ... ok
test task_492_brief_tests::untracked_age_classification ... ok
test task_492_brief_tests::untracked_history_upsert_and_prune ... ok
test task_492_brief_tests::untracked_safe_to_remove_classifier ... ok
test story_465_awaiting_report_tests::reviewer_queue_items_only_surface_for_reviewer_role ... ok
test task_510_init_scaffold_task_tests::scaffold_task_is_primary_worktree_only_and_not_pickable ... ok
test story_465_awaiting_report_tests::needs_attention_spec_surfaces_as_escalation ... ok
test story_465_awaiting_report_tests::unacked_briefs_for_running_agent_surface_in_the_report ... ok
test task_515_status_agent_lease_fallback_tests::status_agents_falls_back_to_active_leases_when_registry_empty ... ok
test task_515_status_agent_lease_fallback_tests::status_agents_registry_entry_wins_over_matching_lease ... ok
test task_518_pr_to_spec_tests::pick_pr_spec_prefers_delivered ... ok
test task_518_pr_to_spec_tests::reduce_to_most_specific_drops_epic_keeps_child ... ok
test task_518_pr_to_spec_tests::reduce_to_most_specific_keeps_genuinely_unrelated ... ok
test task_518_pr_to_spec_tests::resolve_pr_to_spec_prefers_covered_over_traced ... ok
test task_518_pr_to_spec_tests::test_parse_pr_arg ... ok
test task_518_pr_to_spec_tests::test_resolve_pr_to_spec_ambiguous ... ok
test task_518_pr_to_spec_tests::test_resolve_pr_to_spec_no_backing_spec ... ok
test task_515_status_agent_lease_fallback_tests::test_status_hygiene_section_healthy ... ok
test task_518_pr_to_spec_tests::test_resolve_pr_to_spec_success_description ... ok
test task_518_pr_to_spec_tests::test_resolve_pr_to_spec_success_relationship ... ok
test task_527_tag_glob_tests::prefix_glob_and_exact_filtering ... ok
test task_631_init_self_commit_tests::auto_vs_prompt_decision ... ok
test task_518_pr_to_spec_tests::test_resolve_pr_to_spec_success_title ... ok
test task_492_brief_tests::pending_brief_banner_lists_all_pending_briefs_for_running_type ... ok
test task_631_init_self_commit_tests::commit_paths_filters_to_existing_only_and_never_bare_dot ... ok
test task_631_init_self_commit_tests::bootstrap_clone_init_leaves_head_unchanged ... ok
test task_631_init_self_commit_tests::commit_scaffolding_commits_remainder_when_one_path_is_gitignored ... ok
test task_631_init_self_commit_tests::bootstrap_clone_init_no_tty_does_not_autocommit ... ok
test task_679_canonical_rel_tests::parent_child_edges_force_a_reciprocal ... ok
test task_679_canonical_rel_tests::rel_add_dedups_repeated_edges ... ok
test task_679_canonical_rel_tests::rel_add_type_parent_matches_add_parent_shape ... ok
test task_679_canonical_rel_tests::tree_walk_resolves_children_from_both_orientations ... ok
test task_760_intake_config_section_tests::scaffolded_intake_block_is_fully_commented ... ok
test task_760_intake_config_section_tests::uncommented_intake_example_matches_defaults ... ok
test task_773_standing_artifact_tests::standing_artifact_types_are_recognized_case_insensitively ... ok
test task_773_standing_artifact_tests::work_types_are_not_standing_artifacts ... ok
test task_844_init_push_order_tests::falls_back_to_orphan_only_when_no_code_branch ... ok
test task_844_init_push_order_tests::falls_back_to_orphan_only_when_no_commits ... ok
test task_844_init_push_order_tests::github_set_default_branch_cmd_with_and_without_project ... ok
test task_844_init_push_order_tests::gitlab_set_default_branch_cmd_encodes_project_path ... ok
test task_844_init_push_order_tests::gitlab_set_default_branch_cmd_none_without_project ... ok
test task_844_init_push_order_tests::project_path_extraction ... ok
test task_844_init_push_order_tests::pure_git_has_no_set_default_branch_cmd ... ok
test task_844_init_push_order_tests::pushes_code_branch_first_honors_master ... ok
test task_844_init_push_order_tests::pushes_code_branch_first_when_main_has_commits ... ok
test task_631_init_self_commit_tests::partition_drops_gitignored_paths_keeps_remainder ... ok
test task_99_behind_origin_tests::many_behind_is_plural ... ok
test task_99_behind_origin_tests::names_the_supplied_branch ... ok
test task_99_behind_origin_tests::no_origin_main_is_silent ... ok
test task_99_behind_origin_tests::one_behind_is_singular ... ok
test task_99_behind_origin_tests::zero_behind_is_silent ... ok
test team::tests::blank_roster_and_env_fall_through_to_default ... ok
test team::tests::clone_is_registered_detects_own_entry ... ok
test team::tests::dashboard_person_key_role_is_read_by_effective_role ... ok
test team::tests::default_when_neither_set ... ok
test team::tests::empty_roster_is_not_a_team ... ok
test team::tests::env_used_when_not_rostered ... ok
test team::tests::identity_guard_fires_only_for_default_in_team ... ok
test team::tests::load_reads_what_was_written ... ok
test team::tests::missing_team_toml_is_empty_roster ... ok
test team::tests::node_with_no_clone_path_counts_toward_team ... ok
test team::tests::roster_role_dialog_canonicalizes_to_advisor ... ok
test team::tests::roster_role_wins_over_env ... ok
test team::tests::single_foreign_node_is_a_team ... ok
test team::tests::single_own_node_is_solo ... ok
test team::tests::team_toml_round_trips ... ok
test team::tests::two_nodes_is_a_team ... ok
test terminal_status_guard_tests::completed_to_in_progress_blocks_without_force ... ok
test terminal_status_guard_tests::done_transitions_are_unguarded ... ok
test terminal_status_guard_tests::force_bypasses_every_transition ... ok
test terminal_status_guard_tests::open_to_open_passes ... ok
test terminal_status_guard_tests::open_to_terminal_passes ... ok
test terminal_status_guard_tests::terminal_to_terminal_passes ... ok
test test_env::tests::reset_swaps_value_under_held_lock ... ok
test test_env::tests::set_captures_existing_value_for_restore ... ok
test test_env::tests::set_then_drop_restores_prior_value ... ok
test test_env::tests::unset_removes_and_restores ... ok
test triage_lease::tests::crashed_holder_frees_the_scope_for_a_new_advisor ... ok
test triage_lease::tests::grants_when_no_live_holder ... ok
test triage_lease::tests::non_overlapping_scopes_grant_concurrently ... ok
test triage_lease::tests::reaper_drops_dead_pid_leases_keeps_live ... ok
test triage_lease::tests::refuses_naming_holder_when_another_advisor_holds_same_scope ... ok
test triage_lease::tests::same_process_reacquire_is_idempotent ... ok
test triage_lease::tests::scope_slug_defaults_to_project ... ok
test triage_lease::tests::scope_slug_is_filesystem_safe ... ok
test triage_lease::tests::second_advisor_same_user_different_process_is_still_refused ... ok
test task_631_init_self_commit_tests::genuinely_new_init_still_commits_scaffolding ... ok
test usage::tests::count_args_excludes_program_name ... ok
test usage::tests::derive_cmd_shape_captures_two_levels ... ok
test usage::tests::derive_cmd_shape_no_subcommand ... ok
test usage::tests::derive_cmd_shape_stops_at_arg_value ... ok
test usage::tests::derive_cmd_shape_stops_at_first_flag ... ok
test triage_lease::tests::write_list_release_roundtrip ... ok
test usage::tests::is_enabled_respects_env_kill_switch ... ok
test usage::tests::parse_telemetry_enabled_absent ... ok
test usage::tests::parse_telemetry_enabled_finds_false ... ok
test usage::tests::parse_telemetry_enabled_finds_true ... ok
test usage::tests::parse_telemetry_strips_inline_comment ... ok
test usage::tests::parse_telemetry_enabled_other_section_ignored ... ok
test worker::tests::parse_directives_bare_drain ... ok
test worker::tests::parse_directives_absent_file_is_empty ... ok
test worker::tests::parse_directives_fifo_order_preserved ... ok
test worker::tests::parse_directives_pause_and_exit_and_unknown ... ok
test worker::tests::parse_directives_scoped_drain_keeps_args ... ok
test worker::tests::parse_directives_skips_blanks_and_comments ... ok
test worker::tests::render_human_empty_returns_empty_string ... ok
test worker::tests::render_human_shows_count_and_args ... ok
test worker::tests::render_human_singular_at_one ... ok
test worker::tests::status_line_names_next_directive ... ok
test worker::tests::render_json_round_trips ... ok
test worker::tests::status_line_none_when_empty ... ok
test workflow_hints::tests::bypass_with_both_force_and_skip_pr_check ... ok
test workflow_hints::tests::bypass_with_force ... ok
test workflow_hints::tests::bypass_with_skip_pr_check ... ok
test workflow_hints::tests::bypass_with_yes_only ... ok
test workflow_hints::tests::config_false_disables_when_env_unset ... ok
test workflow_hints::tests::config_true_explicit_enables ... ok
test workflow_hints::tests::diagnose_proceeds_silently_on_main_branch ... ok
test workflow_hints::tests::diagnose_proceeds_when_no_commits_ahead ... ok
test workflow_hints::tests::diagnose_proceeds_when_pr_open ... ok
test workflow_hints::tests::diagnose_refuses_when_commits_ahead_and_no_pr ... ok
test workflow_hints::tests::diagnose_skips_when_branch_undetectable ... ok
test workflow_hints::tests::diagnose_skips_when_commits_ahead_failed ... ok
test workflow_hints::tests::diagnose_skips_when_gh_unknown ... ok
test workflow_hints::tests::diagnose_skips_when_project_root_not_found ... ok
test workflow_hints::tests::enabled_default_when_no_signal ... ok
test workflow_hints::tests::env_false_disables ... ok
test workflow_hints::tests::env_true_overrides_config_false ... ok
test workflow_hints::tests::env_zero_disables ... ok
test workflow_hints::tests::persist_setting_creates_section_in_existing_config ... ok
test workflow_hints::tests::precheck_message_is_loud_for_llm_consumers ... ok
test workflow_hints::tests::precheck_pluralizes_commits ... ok
test workflow_hints::tests::precheck_proceeds_when_commits_unknown ... ok
test workflow_hints::tests::precheck_proceeds_when_no_commits_ahead ... ok
test workflow_hints::tests::precheck_proceeds_when_pr_open ... ok
test workflow_hints::tests::precheck_proceeds_when_pr_state_unknown ... ok
test workflow_hints::tests::precheck_refuses_when_commits_ahead_and_no_pr ... ok
test workflow_hints::tests::queue_drained_generic_when_pr_state_unknown ... ok
test workflow_hints::tests::queue_drained_hint_is_forge_aware ... ok
test workflow_hints::tests::queue_drained_no_warning_when_nothing_to_ship ... ok
test workflow_hints::tests::queue_drained_points_at_merge_when_pr_open ... ok
test workflow_hints::tests::queue_drained_warns_when_commits_ahead_and_no_pr ... ok
test workflow_hints::tests::persist_setting_replaces_existing_key ... ok
test workflow_hints::tests::session_end_hint_generic_when_no_covered_specs ... ok
test workflow_hints::tests::session_end_hint_names_multiple_covered_specs ... ok
test workflow_hints::tests::session_end_hint_non_tty_is_single_line ... ok
test workflow_hints::tests::session_end_hint_tty_is_numbered_sequential_block ... ok
test workflow_hints::tests::read_config_strips_inline_comment ... ok
test worktree_dirty_entries_tests::clean_worktree_is_clean ... ok
test task_490_status_in_progress_tests::collect_queue_snapshot_pulls_in_progress_past_display_budget_with_lease ... ok
test worktree_dirty_entries_tests::gitignored_cache_db_is_clean ... ok
test worktree_dirty_entries_tests::non_git_path_is_clean ... ok
test worktree_dirty_entries_tests::tracked_modified_file_is_dirty ... ok
test worktree_dirty_entries_tests::gitignored_target_dir_is_clean ... ok
test worktree_dirty_entries_tests::mixed_only_real_changes_show ... ok
test worktree_lease::tests::distinct_agent_ids_get_distinct_lease_ids ... ok
test worktree_lease::tests::empty_prefix_falls_back_but_stays_distinct ... ok
test worktree_lease::tests::spec_id_from_named_branch ... ok
test worktree_lease::tests::lease_id_is_deterministic ... ok
